cluster_id	questions	answers
cluster-3730	who was shah jahan's grandson?	https://en.wikipedia.org/wiki/bahadur_shah_i
	what state borders tennessee to the west?	https://en.wikipedia.org/wiki/sulaiman_shikoh
	what us state borders the west of tennessee?	https://en.wikipedia.org/wiki/muhammad_azam_shah
		https://en.wikipedia.org/wiki/sultan_muhammad_akbar
		https://en.wikipedia.org/wiki/mumtaz_shikoh
		https://en.wikipedia.org/wiki/muhammad_sultan_(mughal_prince)
		https://en.wikipedia.org/wiki/sipihr_shikoh
		https://en.wikipedia.org/wiki/muhammad_kam_bakhsh
cluster-3214	when did sebastian vizcaino die?	1624
cluster-2195	which two states touch canada and the pacific ocean?	https://en.wikipedia.org/wiki/washington_(state)
cluster-1657	where was woodrow wilson's home?	https://en.wikipedia.org/wiki/washington,_d.c.
cluster-2397	when did adolf hitler power end?	1945-04-30
cluster-2292	the head of security council of the united nations?	https://en.wikipedia.org/wiki/matthew_rycroft
cluster-204	john mccaine's daughter's name?	https://en.wikipedia.org/wiki/meghan_mccain
cluster-134	what peninsula contains norway and sweden?	
cluster-3792	when is it micheals sons birthday?	
cluster-2032	what month did king louis xiv die?	1715-09-01
cluster-3081	what is will smiths oldest son real age?	25 years
cluster-1841	in what year did lady jane grey get married?	1553-05-25
cluster-2590	who is jenna wolfes father?	bennett wolfe
cluster-78	who was both the queen of england and of france?	https://en.wikipedia.org/wiki/eleanor_of_aquitaine
cluster-3187	the city and state was kobe branty was born?	https://en.wikipedia.org/wiki/kobe_bryant
cluster-2375	what was the first book theodore roosevelt write?	https://en.wikipedia.org/wiki/the_naval_war_of_1812
cluster-838	what was the name of barbara windsors character in eastenders?	https://en.wikipedia.org/wiki/peggy_mitchell
cluster-2667	where did japan come in the 2006 world cup?	https://en.wikipedia.org/wiki/2006_fifa_world_cup
cluster-2016	who is richard harris?	https://en.wikipedia.org/wiki/actor
cluster-758	when did john booth get married?	1859-01-09
cluster-1922	where is alan b shepard jr from?	https://en.wikipedia.org/wiki/derry,_new_hampshire
cluster-2497	what is the population of harney oregon?	7,146
cluster-543	r kelly latest songs?	https://en.wikipedia.org/wiki/wake_up_everybody_(r._kelly_song)
cluster-200	when did pomp die son of sacagawea?	1812
cluster-2395	when did charles babbage born and die?	1871-10-18
	what year did pomp sacagawea son die?	1791-12-26
cluster-362	which states were occupied by germany during world war?	https://en.wikipedia.org/wiki/norway
	what year did pomp sacageweas son die in?	https://en.wikipedia.org/wiki/denmark
		https://en.wikipedia.org/wiki/belgium
		https://en.wikipedia.org/wiki/poland
		https://en.wikipedia.org/wiki/france
cluster-484	who is the president of great britain?	https://en.wikipedia.org/wiki/theresa_may
cluster-3173	what are the cities in asia have a highest population?	https://en.wikipedia.org/wiki/greater_tokyo_area
cluster-2635	what genre is waka waka this time for africa?	https://en.wikipedia.org/wiki/pop_music
cluster-58	where did walter elias grow up?	https://en.wikipedia.org/wiki/chicago
cluster-2961	what school does reginea carter go to?	
cluster-131	what island is the 3rd largest island in hawaii?	https://en.wikipedia.org/wiki/oahu
cluster-2686	what was the first song played by stevie wonder?	https://en.wikipedia.org/wiki/fingertips
cluster-100	who does james phelps play?	fred weasley
cluster-420	what did justin bieber go to school?	https://en.wikipedia.org/wiki/st._michael_catholic_secondary_school
cluster-3795	what is the name of the river that forms kentucky's border with missouri?	https://en.wikipedia.org/wiki/mississippi_river
cluster-119	what day was barrack obama elected president?	2008-11-04
cluster-805	who was the only us president to come from new hampshire?	https://en.wikipedia.org/wiki/franklin_pierce
cluster-3099	what was martin luther king jr's mom's name?	https://en.wikipedia.org/wiki/alberta_williams_king
cluster-1441	what school did nadia comenici go to?	https://en.wikipedia.org/wiki/politehnica_university_of_bucharest
cluster-1866	what are some nice rivers in maine?	https://en.wikipedia.org/wiki/saint_john_river_(bay_of_fundy)
cluster-2491	when did anne hathoway get married to shakespeare?	1582-11-27
cluster-3679	who plays the crazy lady in sweeney todd?	https://en.wikipedia.org/wiki/lucy_barker
cluster-2868	who played rose in the titanic movie?	https://en.wikipedia.org/wiki/kate_winslet
cluster-647	what drugs does kristen stewart take?	https://en.wikipedia.org/wiki/heroin
cluster-3482	what age did mia hamm retired?	32 years
cluster-1205	when was justin bieber birthday?	1994-03-01
cluster-3144	what college did jackie kersee go to?	https://en.wikipedia.org/wiki/university_of_california,_los_angeles
cluster-3575	when did john macey die?	
cluster-2934	what caused marcus garvey death?	https://en.wikipedia.org/wiki/stroke
cluster-3348	who is kristen stewarts brothers?	dana stewart
		cameron b. stewart
		taylor stewart
cluster-3608	which of the following is not a major religion in ghana?	
cluster-268	what are the major bodies of water that touch chins?	https://en.wikipedia.org/wiki/yellow_sea
		https://en.wikipedia.org/wiki/east_china_sea
cluster-2612	who is tia mowrys mother?	darlene renée mowry
cluster-664	what is new zealands major river names?	https://en.wikipedia.org/wiki/clarence_river_(new_zealand)
		https://en.wikipedia.org/wiki/waikato_river
		https://en.wikipedia.org/wiki/rangitikei_river
		https://en.wikipedia.org/wiki/whanganui_river
		https://en.wikipedia.org/wiki/mataura_river
		https://en.wikipedia.org/wiki/waiau_river_(southland)
		https://en.wikipedia.org/wiki/taieri_river
		https://en.wikipedia.org/wiki/clutha_river
cluster-2461	when did barack obama mom and father died?	1995-11-07
		1982-11-24
cluster-2364	what is timbuktu the camp's population today?	54,453
cluster-3446	when did chris brown sell his first album?	2005-11-29
cluster-3093	where was st maria goretti born?	https://en.wikipedia.org/wiki/corinaldo
cluster-3779	what football team is rooney in?	https://en.wikipedia.org/wiki/manchester_united_f.c.
cluster-2715	which ocean or country borders iceland?	https://en.wikipedia.org/wiki/arctic_ocean
	what countries and oceans border iceland?	https://en.wikipedia.org/wiki/atlantic_ocean
cluster-685	what is jay-z's first single?	https://en.wikipedia.org/wiki/in_my_lifetime_(song)
cluster-3143	population in 2002 in the philippines?	80,950,000
cluster-1449	what is the capital of ecuadore?	https://en.wikipedia.org/wiki/quito
cluster-944	what instruments did frank sinatra play?	https://en.wikipedia.org/wiki/piano
cluster-1862	who is the indian team first cricket captain?	https://en.wikipedia.org/wiki/c._k._nayudu
cluster-1266	who are the characters of mickey mouse club house?	https://en.wikipedia.org/wiki/mickey_mouse_clubhouse
cluster-1748	separating china and south korea is the?	https://en.wikipedia.org/wiki/yellow_sea
	what separates south korea and china?	https://en.wikipedia.org/wiki/north_korea
cluster-30	what is the name of carmon's boyfriend on george lopez?	https://en.wikipedia.org/wiki/bryan_fisher
cluster-1037	who was porter wagoners wife?	ruth olive williams
	who was porter wagner married to?	velma johnson
cluster-1321	what year was tony romo hired on the cowboys team?	2003
cluster-1965	what movie is kristen stewart raped?	https://en.wikipedia.org/wiki/speak_(film)
cluster-3596	what did st mark die of?	https://en.wikipedia.org/wiki/capital_punishment
cluster-2507	who is elected the prime minister of canada?	https://en.wikipedia.org/wiki/justin_trudeau
cluster-2058	which state has a bigger border with canada new york or montana?	https://en.wikipedia.org/wiki/montana
cluster-519	what party did pierre trudeau work for?	https://en.wikipedia.org/wiki/liberal_party_of_canada
cluster-1332	which lake in the united states is the largest?	https://en.wikipedia.org/wiki/lake_superior
cluster-47	who did john quincy adams run against for the presidency?	https://en.wikipedia.org/wiki/andrew_jackson
cluster-2196	where did john steinbeck receive his education from?	https://en.wikipedia.org/wiki/stanford_university
cluster-1129	what is alberta's provincial animal?	https://en.wikipedia.org/wiki/great_horned_owl
cluster-718	lake okeechobee is the largest lake in what state?	https://en.wikipedia.org/wiki/florida
cluster-3000	what age was clarence thomas when he died?	
cluster-2274	what years did john f kennedy serve?	1963
	what state has the largest lake called lake okeechobee?	1962
		1961
cluster-3703	what kind of guitar does frank lero use?	https://en.wikipedia.org/wiki/gibson_les_paul
cluster-2260	what were hans holbeins childrens names?	philipp
	what were hans holbeins 2 girls names?	katherina
cluster-1194	what is the name of jennifer nettle's boyfriend?	justin miller
cluster-3886	what is madonna's first uk number 1 single?	https://en.wikipedia.org/wiki/into_the_groove
cluster-1041	when did first world war started and when did it end?	1918-11-11
	who is jennifer nettle going out with?	1914-07-28
cluster-2740	who is dating danel radcliffe in 2008?	https://en.wikipedia.org/wiki/laura_o'toole
cluster-715	when did barrack obama president was it 2009 or 2008?	2009-01-20
cluster-2713	where does mia hamm play soccer?	
cluster-2553	what game does sephiroth come in?	https://en.wikipedia.org/wiki/final_fantasy_vii
cluster-1254	name a river that forms a border between the states of washinghton and oregon?	https://en.wikipedia.org/wiki/columbia_river
cluster-639	what did anna nicole smith die of?	https://en.wikipedia.org/wiki/drug_overdose
cluster-3850	what year did wilbur died?	
cluster-859	what was alexandra burkes first hit?	https://en.wikipedia.org/wiki/hallelujah_(leonard_cohen_song)#alexandra_burke
cluster-162	who plays doug heffernan in the movie king of queens?	https://en.wikipedia.org/wiki/kevin_james
cluster-2722	where is woodrow wilson from?	https://en.wikipedia.org/wiki/virginia
cluster-3816	what was the age of adolf hitler when he rose to power?	45 years
cluster-3465	ellie gouldings first song?	https://en.wikipedia.org/wiki/under_the_sheets
cluster-1000	best actor and best actress oscars?	https://en.wikipedia.org/wiki/katharine_hepburn
	who plays doug in the king of queens?	https://en.wikipedia.org/wiki/jane_fonda
		https://en.wikipedia.org/wiki/henry_fonda
		https://en.wikipedia.org/wiki/clark_gable
		https://en.wikipedia.org/wiki/jack_nicholson
		https://en.wikipedia.org/wiki/helen_hunt
		https://en.wikipedia.org/wiki/louise_fletcher
		https://en.wikipedia.org/wiki/peter_finch
		https://en.wikipedia.org/wiki/faye_dunaway
		https://en.wikipedia.org/wiki/jon_voight
		https://en.wikipedia.org/wiki/claudette_colbert
cluster-1960	what movie is sam elliott and katharine ross in?	https://en.wikipedia.org/wiki/conagher
	which films starring borh sam elliott and katharine ross?	https://en.wikipedia.org/wiki/murder_in_texas
		https://en.wikipedia.org/wiki/butch_cassidy_and_the_sundance_kid
		https://en.wikipedia.org/wiki/the_hero_(2017_film)
cluster-3135	what are the names of adam and eve's sons?	https://en.wikipedia.org/wiki/cain_and_abel
cluster-2504	what is the worlds largest country?	https://en.wikipedia.org/wiki/russia
cluster-2240	date of the first star wars movie released in theatres?	1977-05-25
cluster-1756	what it the capital of new york?	https://en.wikipedia.org/wiki/albany,_new_york
cluster-1095	the yucatan peninsula extends into which body of water?	https://en.wikipedia.org/wiki/gulf_of_mexico
cluster-962	what is the capital city of north korea?	https://en.wikipedia.org/wiki/pyongyang
cluster-2531	what is obama's oldest child's name?	malia obama
cluster-617	what were michael jackson's early influences?	https://en.wikipedia.org/wiki/the_isley_brothers
	who were the musical influences on michael jackson?	https://en.wikipedia.org/wiki/diana_ross
	what influenced michael jackson as a child?	https://en.wikipedia.org/wiki/little_richard
	what was michael jackson's influences?	https://en.wikipedia.org/wiki/fred_astaire
	michael jackson was influenced by?	https://en.wikipedia.org/wiki/jackie_wilson
		https://en.wikipedia.org/wiki/bee_gees
		https://en.wikipedia.org/wiki/gene_kelly
		https://en.wikipedia.org/wiki/james_brown
cluster-2850	what is the largest mine in colorado?	https://en.wikipedia.org/wiki/cripple_creek_%26_victor_gold_mine
cluster-940	who were miryha carey parentes?	patricia hickey
		alfred roy carey
cluster-2010	when does beverly hill chihuahua 2 get on redbox?	2011
cluster-3818	who is elder bret hart or owen hart?	https://en.wikipedia.org/wiki/bret_hart
cluster-3425	who plays dumbledore in the harry potter movies?	https://en.wikipedia.org/wiki/richard_harris
		https://en.wikipedia.org/wiki/michael_gambon
cluster-2930	where is peter andre originally from?	https://en.wikipedia.org/wiki/harrow,_london
cluster-330	who was liverpool fc clubs first manager?	https://en.wikipedia.org/wiki/william_edward_barclay
	who was liverpool's fc first manager?	https://en.wikipedia.org/wiki/john_mckenna
cluster-1745	what is the name of muhammad the prophet's first wife?	https://en.wikipedia.org/wiki/khadija_bint_khuwaylid
cluster-1972	what did einstein's wife do?	https://en.wikipedia.org/wiki/physicist
cluster-137	what year was jacky chisholm born in?	1948
cluster-3777	what age did wylie draper die?	24 years
cluster-1888	in what year did detroit become a city?	https://en.wikipedia.org/wiki/detroit
cluster-3878	lisa marie and jackson where did they get married?	https://en.wikipedia.org/wiki/dominican_republic
cluster-708	what is ibadan city telephone code?	2342
cluster-2490	what is theodore roosevelts date of death?	1919-01-06
cluster-1536	what year did vladimir lenin find the soviet union?	1917
cluster-841	movies that wayne and ohara made together?	https://en.wikipedia.org/wiki/rio_grande_(film)
	what were the names of the movies that wayne and ohara worked together?	https://en.wikipedia.org/wiki/big_jake
	what movies starred wayne and o'hara?	https://en.wikipedia.org/wiki/the_quiet_man
		https://en.wikipedia.org/wiki/mclintock!
		https://en.wikipedia.org/wiki/the_wings_of_eagles
cluster-1839	which team will parker play for next?	
cluster-3901	what trophies does peyton manning have?	https://en.wikipedia.org/wiki/vince_lombardi_trophy
cluster-2718	who is the youngest women to climb mt everest twice or more?	https://en.wikipedia.org/wiki/santosh_yadav
cluster-2984	which country shares borders with the democratic republic of the congo republic of the congo and cameroon?	https://en.wikipedia.org/wiki/republic_of_the_congo
	which country borders the democratic republic of the congo?	https://en.wikipedia.org/wiki/central_african_republic
cluster-3584	what country is fred perry manufactured in?	https://en.wikipedia.org/wiki/england
cluster-3752	what is a major airport in australia?	https://en.wikipedia.org/wiki/sydney_airport
cluster-2946	where are three countries that speak french as their first language?	https://en.wikipedia.org/wiki/france
cluster-2082	who did randy orton defeat for his first world title?	https://en.wikipedia.org/wiki/chris_benoit
cluster-442	what city did roald dahl marry his first wife in?	https://en.wikipedia.org/wiki/new_york_city
cluster-3226	what faith is barack obama?	https://en.wikipedia.org/wiki/christian
cluster-184	what college did marcus allen graduate from?	https://en.wikipedia.org/wiki/university_of_southern_california
cluster-724	where was edward eyre born?	https://en.wikipedia.org/wiki/whipsnade
cluster-3694	what is russia's largest river?	https://en.wikipedia.org/wiki/yenisei_river
cluster-994	who is fredia payne's sister?	https://en.wikipedia.org/wiki/scherrie_payne
cluster-2912	in which direction is the gulf of mexico from california?	southeast
cluster-825	who has won oscars for both best actress and best song?	https://en.wikipedia.org/wiki/barbra_streisand
cluster-54	who did the rwanda genocide?	https://en.wikipedia.org/wiki/hutu
cluster-3499	what wars has america been in the 20th and 21st centuries?	https://en.wikipedia.org/wiki/world_war_i
cluster-3642	what year was berlie doherty born?	1943
cluster-2065	what year was the first episode of gunsmoke?	1955-09-10
cluster-2440	what state has sacramento as city?	https://en.wikipedia.org/wiki/california
cluster-1378	which river forms the part of the border between iowa and missouri?	https://en.wikipedia.org/wiki/missouri_river
cluster-80	when is queen hatshepsuts birthdate?	-1506
cluster-3300	what country is bordered by germany and poland?	https://en.wikipedia.org/wiki/czech_republic
cluster-376	what was the first movie to ever win an academy award?	https://en.wikipedia.org/wiki/wings_(1927_film)
cluster-1696	what is the second smallest of the original states?	https://en.wikipedia.org/wiki/delaware
cluster-600	what is st johns college mascot?	johnny thunderbird
cluster-3182	who is the present ceo of opec?	https://en.wikipedia.org/wiki/mohammed_barkindo
cluster-3763	what country was bob marley from?	https://en.wikipedia.org/wiki/jamaica
cluster-121	who is the forty-fourth us president?	https://en.wikipedia.org/wiki/barack_obama
cluster-3930	when was the first john deere combine made?	1947
cluster-3543	in which place was sir walter scott born?	https://en.wikipedia.org/wiki/edinburgh
cluster-400	which is the biggest country in the united kingdom?	https://en.wikipedia.org/wiki/england
cluster-2028	who was the president during the battle of antietam?	https://en.wikipedia.org/wiki/abraham_lincoln
cluster-2437	who is the leader in botswana?	https://en.wikipedia.org/wiki/ian_khama
cluster-3960	what are the rivers in anglesey?	https://en.wikipedia.org/wiki/afon_cefni
cluster-394	when was hitler and eva braun married?	1945-04-29
cluster-3532	what date did samuel blackwell die on?	1901
cluster-1605	who was lincoln's treasury secretary?	https://en.wikipedia.org/wiki/salmon_p._chase
cluster-1030	what type of government was in place at the end of the french revolution?	https://en.wikipedia.org/wiki/republic
cluster-3272	rhode island's 5 largest cities?	https://en.wikipedia.org/wiki/pawtucket,_rhode_island
	what type of government did france end up with after napoleon and the french revolution?	https://en.wikipedia.org/wiki/cranston,_rhode_island
		https://en.wikipedia.org/wiki/east_providence,_rhode_island
		https://en.wikipedia.org/wiki/providence,_rhode_island
cluster-3909	who owns barbados now?	
cluster-2004	who is the captain of the france team?	https://en.wikipedia.org/wiki/hugo_lloris
cluster-3719	what are some zip codes for cities in maryland?	20588
		20610
		20607
		20606
		20604
		20603
		20602
		20601
		20609
		20608
cluster-3448	what prize did sir fredrick banting get?	https://en.wikipedia.org/wiki/nobel_prize_in_physiology_or_medicine
cluster-3714	when is will smith's oldest son's birthday?	1992-11-11
cluster-3478	what are the 5 largest cities in washington state and what are there population?	https://en.wikipedia.org/wiki/vancouver,_washington
		684,451
		213,272
		https://en.wikipedia.org/wiki/seattle,_washington
		https://en.wikipedia.org/wiki/spokane,_washington
		139,820
		172,860
		https://en.wikipedia.org/wiki/tacoma,_washington
		207,948
		https://en.wikipedia.org/wiki/bellevue,_washington
cluster-244	which country held the 2010 world cup?	https://en.wikipedia.org/wiki/south_africa
cluster-2574	what is alabama state tax rate?	4
cluster-1625	what states are between michigan and florida?	https://en.wikipedia.org/wiki/georgia_(u.s._state)
		https://en.wikipedia.org/wiki/kentucky
		https://en.wikipedia.org/wiki/ohio
		https://en.wikipedia.org/wiki/tennessee
		https://en.wikipedia.org/wiki/michigan
		https://en.wikipedia.org/wiki/florida
cluster-3574	what family was william duke of normandy?	
cluster-1786	who won the 1st stanley cup?	https://en.wikipedia.org/wiki/montreal_hockey_club
		https://en.wikipedia.org/wiki/toronto_arenas
cluster-3652	what was the age of jane seymour when she died?	28 years
cluster-245	when was the first time mount vesuvius erupted?	https://en.wikipedia.org/wiki/mount_vesuvius
cluster-1926	who was the youngest person to win an oscar for best supporting actress?	https://en.wikipedia.org/wiki/tatum_o'neal
cluster-3354	what are the names of the first man and first woman who accepted islam?	https://en.wikipedia.org/wiki/khadija_bint_khuwaylid
	youngest person to get an academy award for best supporting actress?	https://en.wikipedia.org/wiki/ali_ibn_abi_talib
cluster-3282	what are the provisions of first nation in treaty 5?	https://en.wikipedia.org/wiki/treaty_5
cluster-2323	what basketball team won back to back 1989 and 1990?	https://en.wikipedia.org/wiki/detroit_pistons
cluster-3203	which layer in the atmosphere is second closest to the earth?	https://en.wikipedia.org/wiki/thermosphere
cluster-2396	where did alaxandra burke go to school?	https://en.wikipedia.org/wiki/elizabeth_garrett_anderson_school
cluster-911	what was the first battle between the us and germany in world war 2?	https://en.wikipedia.org/wiki/battle_of_the_atlantic
cluster-1571	which actor is harriet from harriet the spy?	https://en.wikipedia.org/wiki/jennifer_stone
cluster-1682	who was the first president to serve 3 terms?	https://en.wikipedia.org/wiki/franklin_d._roosevelt
cluster-2139	what movies have kristen stweart been in?	https://en.wikipedia.org/wiki/panic_room
	in which movies did kristen stewart appear?	https://en.wikipedia.org/wiki/snow_white_and_the_huntsman
		https://en.wikipedia.org/wiki/adventureland_(film)
		https://en.wikipedia.org/wiki/twilight_(2008_film)
		https://en.wikipedia.org/wiki/the_twilight_saga:_breaking_dawn_%e2%80%93_part_1
		https://en.wikipedia.org/wiki/the_twilight_saga:_breaking_dawn_%e2%80%93_part_2
cluster-3522	what day was the first melbourne cup held on?	1861
cluster-233	which country in central america is least populated?	https://en.wikipedia.org/wiki/belize
cluster-863	representative of california 2009?	https://en.wikipedia.org/wiki/judy_chu
cluster-933	what is the largest mountain range system in the world?	https://en.wikipedia.org/wiki/andes
cluster-2963	what ocean does kenya border?	https://en.wikipedia.org/wiki/indian_ocean
cluster-3307	what are the past arizona coaches?	
cluster-2557	who is the youngest out of the joans brothers family?	https://en.wikipedia.org/wiki/nick_jonas
cluster-1578	who is sam musso?	
cluster-1257	when did bradman die?	https://en.wikipedia.org/wiki/don_bradman
cluster-3458	what is the content of colombia?	https://en.wikipedia.org/wiki/south_america
cluster-889	what is the largest river in russia flowing into the arctic ocean?	https://en.wikipedia.org/wiki/yenisei_river
cluster-3757	what film was about two diner bandits?	https://en.wikipedia.org/wiki/pulp_fiction
cluster-3289	who is the first vice president of india?	https://en.wikipedia.org/wiki/sarvepalli_radhakrishnan
cluster-1155	when did randy oerton get married?	2015
cluster-2215	who was the king of troy durig the trojan wars?	https://en.wikipedia.org/wiki/priam
cluster-1639	when did catherine of aragon marry the king?	1509-06-11
cluster-547	what year does fidel castro take control of cuba?	1959
cluster-811	who was the us president when veterans day become a holiday?	https://en.wikipedia.org/wiki/dwight_d._eisenhower
cluster-1292	who is the leader of bosnia and herzegovina?	https://en.wikipedia.org/wiki/mladen_ivani%c4%87
cluster-3432	who is derek hough sister?	katherine hough
	who is the head of state in bosnia herzegovina?	https://en.wikipedia.org/wiki/julianne_hough
		marabeth hough
		sharee hough
cluster-2150	what age was catherine of aragon when she married henry?	23 years
cluster-2381	in what year did lady jance grey get married?	1553-05-25
cluster-1982	when was kobe bryant kids born?	2006-05-01
cluster-3553	when was andy goldsworthy born?	1956-07-26
cluster-2276	novel in 1939 by john steinbeck?	https://en.wikipedia.org/wiki/the_grapes_of_wrath
cluster-2271	who did ella fitzgerald make an album with in 1963?	https://en.wikipedia.org/wiki/ella_and_basie!
cluster-2227	which wife shot king khufu?	
cluster-3043	when did they start building the giza pyramid?	-2559
cluster-3581	what is the island of the south coast of australia known as?	https://en.wikipedia.org/wiki/tasmania
cluster-2791	who is albert michelson?	https://en.wikipedia.org/wiki/physicist
cluster-3024	what high school did george hw bush go to?	https://en.wikipedia.org/wiki/phillips_academy
cluster-963	who is the first yankee manager?	https://en.wikipedia.org/wiki/john_mcgraw
cluster-2778	who is matthew prokop dating?	
cluster-1616	what is the title of the kings of thailand?	https://en.wikipedia.org/wiki/vajiralongkorn
cluster-887	where is justin's bieber dad?	https://en.wikipedia.org/wiki/ontario
cluster-972	when was hitlers power started and when did it end?	1945-04-30
		1934-08-02
cluster-1640	which was willow smith first ever song?	https://en.wikipedia.org/wiki/whip_my_hair
cluster-1055	what language is spoken in burkina faso?	https://en.wikipedia.org/wiki/french_language
cluster-1395	first space visitor in the world?	https://en.wikipedia.org/wiki/yuri_gagarin
cluster-1096	who were cyndi lauper's parents?	catrine lauper
		fred lauper
cluster-3782	when was john adams the vice president?	1789-04-21
cluster-3409	what are the 5 languages in canada?	https://en.wikipedia.org/wiki/coast_tsimshian_dialect
cluster-2024	when did liverpool win the champions league?	1977
cluster-3601	who was the us president when the 13th and 14th amendment were passed?	https://en.wikipedia.org/wiki/andrew_johnson
		https://en.wikipedia.org/wiki/abraham_lincoln
cluster-2566	who was the thirteenth president of the us?	https://en.wikipedia.org/wiki/millard_fillmore
cluster-68	what were andrew jacksons parents names?	andrew jackson
	who were andrew jackson the 7th president of the us parents?	elizabeth hutchinson jackson
cluster-1202	who was the first black baseball player?	https://en.wikipedia.org/wiki/jackie_robinson
cluster-3267	when did bing crossby die?	1977-10-14
cluster-283	what team does blake grffen play on?	https://en.wikipedia.org/wiki/los_angeles_clippers
cluster-1394	whom did the shah of iran marry in 1951?	https://en.wikipedia.org/wiki/soraya_esfandiary-bakhtiari
cluster-3086	what nicole kidman name her baby?	faith margaret kidman urban
	who was the first black mlb player in history?	isabella jane cruise
		connor cruise
		sunday rose kidman-urban
cluster-2618	what is the two largest rivers in russia?	https://en.wikipedia.org/wiki/yenisei_river
cluster-226	what did woodrow wilson die from?	https://en.wikipedia.org/wiki/stroke
cluster-3334	what superbowl did a manning win?	https://en.wikipedia.org/wiki/super_bowl_xlii
cluster-2653	what is the major religion in india today?	https://en.wikipedia.org/wiki/hinduism
cluster-607	what football team does aaron ramsey play for?	https://en.wikipedia.org/wiki/arsenal_f.c.
cluster-2720	who was vera lynns husband?	https://en.wikipedia.org/wiki/harry_lewis_(musician)
cluster-562	what terms of office did lyndon baines johnson serve?	1963-11-22
	when were lyndon johnson terms?	1969-01-20
cluster-1508	who did the all blacks first play?	https://en.wikipedia.org/wiki/devon_rugby_football_union
cluster-1025	who is the present chief justice of india's supreme court?	https://en.wikipedia.org/wiki/jagdish_singh_khehar
cluster-340	what club did wayne rooney play for before he played with man you?	https://en.wikipedia.org/wiki/everton_f.c.
cluster-2200	what is the zip code for south australia adelaide?	5000
	what is the zip code for adelaide australia?	5001
cluster-2198	who did dolly parton married?	carl thomas dean
cluster-1501	when did hitler invade holland?	1940-05-10
cluster-3134	what was the estimated height of leonardo da vinci?	1.75 meter
cluster-3385	who won the best supporting actress nominations for her role the color of purple?	https://en.wikipedia.org/wiki/oprah_winfrey
cluster-3718	what did ginger rogers die of?	https://en.wikipedia.org/wiki/myocardial_infarction
cluster-3586	david ortizs 3 siblings?	albania ortiz
cluster-1515	what was taylor's second song?	mary's song (oh my my my)
cluster-2608	when allama iqbal was born n died?	1938-04-21
	when illama iqbal was born and when he died?	1877-11-09
cluster-9	what are the major islands of bahrain?	https://en.wikipedia.org/wiki/bahrain_island
cluster-3222	where did eli manning go to high school?	https://en.wikipedia.org/wiki/isidore_newman_school
cluster-157	who was the first to recognise muhammad as a prophet?	https://en.wikipedia.org/wiki/khadija_bint_khuwaylid
	who first recognised muhammad as a prophet?	https://en.wikipedia.org/wiki/ali
cluster-160	who was the youngest jacob's sons?	https://en.wikipedia.org/wiki/benjamin
cluster-2084	who is prince williams mom?	https://en.wikipedia.org/wiki/diana,_princess_of_wales
cluster-3435	who was the first african-american to play on the yankees and what year?	https://en.wikipedia.org/wiki/elston_howard
	who is the mother of prince william?	1955
cluster-306	what are the three longest rivers in south america?	https://en.wikipedia.org/wiki/paran%c3%a1_river
		https://en.wikipedia.org/wiki/amazon_river
cluster-3823	what was napoleon bonaparte's brothers called?	https://en.wikipedia.org/wiki/louis_bonaparte
		https://en.wikipedia.org/wiki/joseph_bonaparte
		https://en.wikipedia.org/wiki/j%c3%a9r%c3%b4me_bonaparte
		https://en.wikipedia.org/wiki/lucien_bonaparte
cluster-2500	what nation's capital is located in potomac river?	https://en.wikipedia.org/wiki/united_states
cluster-1636	land area for the continent of asia?	44,573,695,400,000 square meter
cluster-3055	what is the bodies of water surrounding kazakhstan?	https://en.wikipedia.org/wiki/caspian_sea
cluster-1136	who is kristen stewart engaged to?	alicia cargile
cluster-260	what mountain has the highest elevation in washington?	https://en.wikipedia.org/wiki/mount_rainier
cluster-3235	in what year was janet jackson born in?	1966
cluster-785	what year alex rodriguez left the mariners?	2000
cluster-1014	who was harrirt tubman's second husband?	nelson davis
cluster-281	when was king louis xiv put to death?	1715-09-01
cluster-1284	where did michael jordan start jordan brand?	https://en.wikipedia.org/wiki/united_states
cluster-3044	which is the biggest castle in the united kingdom?	https://en.wikipedia.org/wiki/windsor_castle
cluster-3494	what tiny country is located on the border between spain and italy?	https://en.wikipedia.org/wiki/andorra
cluster-2343	where did hinduism begin?	https://en.wikipedia.org/wiki/india
cluster-628	what is the nationality of alicia keys?	https://en.wikipedia.org/wiki/american
cluster-1034	who are the senators from louisiana?	https://en.wikipedia.org/wiki/john_neely_kennedy
	who are the senators of louisisana?	https://en.wikipedia.org/wiki/bill_cassidy
cluster-2979	what city is the largest in mississippi?	https://en.wikipedia.org/wiki/jackson,_mississippi
cluster-2835	what country was ferdinand magellan from and what was she the first to do?	https://en.wikipedia.org/wiki/portugal
cluster-1174	what movie did bryan singer direct patrick stewart and halle berry?	https://en.wikipedia.org/wiki/x2_(film)
	what movie were patrick stewart and halle berry in?	https://en.wikipedia.org/wiki/x-men:_the_last_stand
		https://en.wikipedia.org/wiki/x-men:_days_of_future_past
		https://en.wikipedia.org/wiki/x-men_(film)
cluster-2960	what was the first space shuttle to fly to space?	https://en.wikipedia.org/wiki/space_shuttle_columbia
cluster-837	what is the name of the largest mountain chain in south america?	https://en.wikipedia.org/wiki/aconcagua
cluster-1406	what is alaskas state bird motto and flower?	https://en.wikipedia.org/wiki/willow_ptarmigan
